"ID",Page,Sub Menu,Feature,Bobot,Test,Action,Step,Expected Result,Actual Result,Status,Progress,Remarks of Test
A-042,Kiosk,Food Method,,33.33%,[Back Button Navigation] Verifikasi fungsi tombol Back pada layar Food Method,,"Prerequisite: Buka layar Food Method

Steps:
- Periksa tampilan halaman Food Method 
- Tekan tombol Back pada layar 
- Periksa halaman yang ditampilkan setelah tombol ditekan","- Sistem kembali ke halaman Order Type 
- Navigasi berjalan lancar 
- Tidak terjadi error atau freeze 
- Tampilan halaman sebelumnya muncul dengan layout normal",As Expected,DONE,100,
A-043,Kiosk,Table Number,,20.00%,[Table Number Input (1 Digit)] Verifikasi tampilan dan fungsi input nomor meja satu digit,,"Prerequisite: Masuk ke layar Table Number setelah memilih metode Table Delivery

Steps:
- Periksa tampilan keypad pada layar 
- Tekan satu angka pada keypad 
- Periksa angka yang muncul pada kolom input 
- Tekan tombol backspace dan periksa perubahan input","- Input angka muncul sesuai tombol yang ditekan 
- Angka ditampilkan secara real-time pada layar 
- Keypad responsif tanpa delay 
- Tombol backspace menghapus digit terakhir dengan benar 
- Tombol Continue tetap nonaktif jika jumlah digit belum memenuhi syarat",As Expected,DONE,100,
A-044,Kiosk,Table Number,,20.00%,[Table Number Input (2 Digit)] Verifikasi tampilan dan fungsi input nomor meja dua digit,,"Prerequisite: Masuk ke layar Table Number setelah memilih metode Table Delivery

Steps:
- Periksa tampilan keypad pada layar 
- Tekan dua angka pada keypad 
- Periksa angka yang muncul pada kolom input 
- Gunakan tombol backspace untuk menghapus digit terakhir","- Input angka muncul sesuai tombol yang ditekan 
- Angka ditampilkan secara real-time pada layar 
- Keypad responsif tanpa delay 
- Tampilan angka tetap proporsional dan tidak terpotong 
- Tombol Continue aktif setelah jumlah digit valid",As Expected,DONE,100,
A-045,Kiosk,Table Number,,20.00%,[Table Number Input (3 Digit)] Verifikasi tampilan dan fungsi input nomor meja tiga digit,,"Prerequisite: Masuk ke layar Table Number setelah memilih metode Table Delivery

Steps:
- Periksa tampilan keypad pada layar 
- Tekan tiga angka pada keypad 
- Periksa angka yang muncul pada kolom input 
- Tekan tombol backspace untuk menghapus salah satu digit","- Input angka muncul sesuai tombol yang ditekan 
- Angka ditampilkan secara real-time pada layar 
- Keypad responsif tanpa delay 
- Tampilan angka tetap proporsional dan tidak terpotong 
- Backspace menghapus digit terakhir dengan benar",As Expected,DONE,100,
A-046,Kiosk,Table Number,,20.00%,[Back Button Navigation] Verifikasi fungsi tombol Back pada layar Table Number,,"Prerequisite: Buka layar Table Number

Steps:
- Periksa tampilan halaman Table Number 
- Tekan tombol Back pada layar 
- Periksa halaman yang ditampilkan setelah tombol ditekan","- Sistem kembali ke halaman Food Method sebelumnya 
- Navigasi berjalan normal 
- Tidak terjadi error atau freeze 
- Tampilan halaman sebelumnya muncul dengan layout normal",Not As Expected,FAILED,0,[Actual Result: - langsung kembali ke halaman awal]
A-047,Kiosk,Cart Review,,33.33%,[Order Summary & Promo Navigation] Verifikasi tampilan ringkasan pesanan dan fungsi tombol Promo Code,,"Prerequisite: Buka layar Cart Review setelah menyelesaikan pemilihan item

Steps:
- Periksa daftar item pada cart 
- Periksa nama item, jumlah, harga dan opsi Customize atau Remove 
- Periksa nilai subtotal, pajak, dan total pembayaran 
- Tekan tombol Promo Code 
- Periksa respons sistem setelah tombol ditekan","- Daftar item tampil lengkap dengan informasi yang jelas 
- Subtotal, pajak dan total pembayaran dihitung dengan benar 
- Tombol Promo Code dapat ditekan tanpa delay 
- Pop-up Promo Code muncul dengan benar 
- Tampilan halaman tetap stabil tanpa error",As Expected,DONE,100,"[Actual Result: - promo hanya memotong harga product, tanpa memotong harga pajak]"
A-048,Kiosk,Cart Review,,33.33%,[Proceed to Payment Navigation] Verifikasi fungsi tombol Proceed to payment,,"Prerequisite: Buka layar Cart Review setelah menyelesaikan pemilihan item

Steps:
- Periksa daftar item pada cart 
- Periksa nilai subtotal, pajak dan total pembayaran 
- Tekan tombol Proceed to payment 
- Periksa respons sistem setelah tombol ditekan","- Informasi pesanan tampil lengkap dan akurat 
- Total pembayaran dihitung dengan benar 
- Tombol Proceed to payment dapat ditekan dengan normal 
- Sistem berpindah ke layar pembayaran 
- Navigasi berjalan lancar tanpa error",As Expected,DONE,100,
A-049,Kiosk,Cart Review,,33.33%,[Back Button Navigation] Verifikasi fungsi tombol Back pada layar Cart Review,,"Prerequisite: Buka layar Cart Review

Steps:
- Periksa tampilan halaman Cart Review 
- Tekan tombol Back pada layar 
- Periksa halaman yang ditampilkan setelah tombol ditekan","- Sistem kembali ke halaman sebelumnya sesuai flow 
- Navigasi berjalan lancar 
- Tidak terjadi error atau freeze 
- Tampilan halaman tetap konsisten",Not As Expected,FAILED,0,Kembali ke halaman Home
A-050,Kiosk,Promo Code,,25.00%,[Promo Code Input & Validation] Verifikasi tampilan dan fungsi input promo code,,"Prerequisite: Buka layar Cart Review

Steps:
- Tekan tombol Promo code 
- Periksa pop-up Promo Code yang muncul 
- Masukkan kode promo secara manual 
- Tekan tombol Apply code 
- Periksa respons sistem","- Pop-up promo code tampil dengan field input dan opsi scan 
- Sistem menerima input kode dengan benar 
- Sistem melakukan proses validasi kode 
- Jika kode tidak valid muncul pesan error 
- Sistem tetap stabil tanpa crash",As Expected,DONE,100,[Actual Result: - Belum ada opsi scan]
A-051,Kiosk,Promo Code,,25.00%,[Promo Code Applied State] Verifikasi perubahan tampilan setelah promo berhasil diterapkan,,"Prerequisite: Buka pop-up Promo Code dan masukkan kode promo valid

Steps:
- Masukkan kode promo yang valid 
- Tekan tombol Apply code 
- Periksa tampilan setelah promo diterapkan 
- Periksa perubahan pada ringkasan pembayaran","- Notifikasi Discount applied tampil jelas 
- Nilai diskon muncul pada ringkasan pembayaran 
- Total pembayaran berkurang sesuai diskon 
- Informasi subtotal dan diskon konsisten 
- Tombol Proceed to payment tetap aktif",As Expected,DONE,100,
A-052,Kiosk,Promo Code,,25.00%,[Promo Code Error Handling] Verifikasi validasi kode promo tidak valid expired atau sudah digunakan,,"Prerequisite: Buka pop-up Promo Code dari layar Cart Review

Steps:
- Masukkan kode promo yang tidak valid lalu tekan Apply code 
- Masukkan kode promo yang expired lalu tekan Apply code 
- Masukkan kode promo yang sudah pernah digunakan 
- Periksa pesan error yang muncul","- Pesan error muncul sesuai kondisi seperti Promo code not valid Promo code expired atau Promo code already used 
- Field input ditandai dengan jelas 
- Total pembayaran tidak berubah 
- Sistem tetap stabil tanpa crash",As Expected,DONE,100,"[Actual Result: - belum ada wording saat menggunakan promo yang belum memenuhi minimal belanja
- masih menggunakan wording default saat menggunakan promo salah/tidak ada]"
A-053,Kiosk,Promo Code,,25.00%,[Scan Promo Code] Verifikasi fungsi scan QR promo code,,"Prerequisite: Buka pop-up Promo Code dari layar Cart Review

Steps:
- Tekan opsi Scan code 
- Periksa tampilan layar pemindaian QR 
- Arahkan scanner ke QR promo yang valid 
- Ulangi dengan QR yang tidak valid","- Layar scan muncul dengan instruksi yang jelas 
- Sistem dapat membaca QR code 
- Jika kode valid diskon diterapkan secara otomatis 
- Total pembayaran diperbarui 
- Jika kode tidak valid muncul pesan error tanpa gangguan sistem",,TBA,0,
A-054,Kiosk,Payment Processing,,100.00%,[Order Validation Loading State] Verifikasi tampilan loading saat sistem memproses pesanan,,"Prerequisite: Buka layar Cart Review dengan pesanan yang sudah siap dibayar

Steps:
- Tekan tombol Proceed to payment 
- Periksa tampilan yang muncul setelah tombol ditekan 
- Periksa overlay loading dan indikator animasi 
- Coba lakukan interaksi lain pada layar selama proses berlangsung 
- Tunggu hingga sistem berpindah ke langkah berikutnya","- Overlay loading muncul dengan indikator animasi dan teks seperti Creating your order Please wait 
- Selama proses berlangsung pengguna tidak dapat menekan tombol lain 
- Sistem tidak freeze selama proses berlangsung 
- Pesanan tidak dibuat lebih dari satu kali 
- Setelah proses selesai sistem berpindah ke langkah pembayaran tanpa error",As Expected,DONE,100,"[Actual Result: - saat sudah di menu payment qris, klik back pada browser mengembalikan user ke halaman checkout dengan semua data product sebelumnya]"
A-055,Kiosk,Item Availability,,50.00%,[Unavailable Main Item Handling] Verifikasi penanganan item utama yang tidak tersedia,,"Prerequisite: Buka layar Cart Review dengan item yang sudah tidak tersedia

Steps:
- Tekan tombol Proceed to payment 
- Periksa pop-up notifikasi item yang tidak tersedia 
- Periksa daftar item utama yang ditampilkan pada pop-up 
- Periksa nama item dan informasi item yang tidak tersedia 
- Tekan tombol Remove all 
- Periksa perubahan pada cart dan subtotal","- Pop-up menampilkan daftar item utama yang tidak tersedia 
- Informasi item ditampilkan dengan jelas pada pop-up 
- Tombol Remove all dapat ditekan tanpa delay 
- Item yang tidak tersedia dihapus dari cart 
- Subtotal diperbarui secara otomatis 
- Notifikasi Item removed muncul 
- Tampilan cart tetap stabil tanpa error",As Expected,DONE,100,
A-056,Kiosk,Item Availability,,50.00%,[Unavailable Additional Item Handling] Verifikasi penanganan additional item yang tidak tersedia,,"Prerequisite: Buka layar Cart Review dengan add-on yang sudah tidak tersedia

Steps:
- Tekan tombol Proceed to payment 
- Periksa pop-up notifikasi add-on yang tidak tersedia 
- Periksa daftar add-on yang ditampilkan pada pop-up 
- Periksa item induk dari add-on yang ditampilkan 
- Tekan tombol Recustomize","- Pop-up menampilkan daftar add-on yang tidak tersedia beserta item induknya 
- user diarahkan ke halaman customize item tesebut
- Harga pesanan diperbarui secara otomatis berdasarkan hasil recustomize
- Subtotal dan total pembayaran tetap konsisten 
- Sistem tetap stabil tanpa crash atau tampilan rusak",As Expected,DONE,100,"[Actual Result: - pop up item yang tidak tersedia muncul tanpa harga (dari API, harga ingredient belum dikirim, untuk combo dan product sudah)]"
A-057,Kiosk,Payment Option,,100.00%,[Payment Location Selection] Verifikasi tampilan dan fungsi pemilihan lokasi pembayaran,,"Prerequisite: Selesaikan proses validasi pesanan hingga masuk ke layar Payment Option

Steps:
- Periksa opsi pembayaran yang tersedia pada layar 
- Periksa opsi Pay here dan Pay at the counter 
- Periksa ilustrasi dan label pada setiap opsi 
- Pilih salah satu opsi pembayaran 
- Periksa respons sistem setelah opsi dipilih","- Opsi pembayaran tampil dengan ilustrasi dan label yang jelas 
- Kedua opsi dapat ditekan tanpa delay 
- Jika memilih Pay here sistem menuju layar Choose payment method 
- Jika memilih Pay at the counter sistem menyimpan pesanan untuk pembayaran kasir 
- State pesanan tetap tersimpan tanpa error 
- Sistem tetap stabil tanpa freeze",,IN PROGRESS,50,- fokus pembayaran QRIS dan menu lain dulu
A-058,Kiosk,Payment Method,,100.00%,[Choose Payment Method & Processing] Verifikasi pemilihan metode pembayaran dan instruksi pembayaran,,"Prerequisite: Buka layar Choose payment method setelah memilih Pay here

Steps:
- Periksa daftar metode pembayaran yang tersedia 
- Periksa metode kartu debit atau kredit dan e wallet 
- Pilih salah satu metode pembayaran 
- Periksa layar instruksi pembayaran yang muncul 
- Periksa nilai total pembayaran yang ditampilkan pada layar","- Daftar metode pembayaran tampil lengkap dengan ikon yang jelas 
- Metode pembayaran dapat dipilih tanpa delay 
- Sistem menampilkan layar instruksi pembayaran pada perangkat EDC 
- Total pembayaran yang ditampilkan sesuai dengan total pesanan 
- Sistem tetap stabil selama proses pembayaran berlangsung",,IN PROGRESS,50,- untuk saat ini fokus QRIS dulu
A-059,Kiosk,Payment Confirmation,,100.00%,[Order Confirmation Screen] Verifikasi tampilan layar konfirmasi setelah pembayaran berhasil,,"Prerequisite: Selesaikan proses pembayaran hingga masuk ke layar Confirmation

Steps:
- Periksa nomor antrian yang ditampilkan pada layar 
- Periksa informasi status pesanan yang ditampilkan 
- Periksa tombol Print Receipt 
- Tekan tombol Print Receipt 
- Tekan tombol View Receipt","- Nomor antrian tampil jelas pada layar 
- Nomor antrian bersifat unik untuk setiap pesanan 
- Informasi status pesanan ditampilkan dengan benar 
- Tombol Print Receipt mencetak struk jika printer tersedia 
- Tombol View Receipt membuka layar QR receipt 
- Sistem tetap stabil tanpa error",Not As Expected,FAILED,0,"Nomor antrian sudah kirim transaction_number, belum integrasi FE"
A-060,Kiosk,Receipt,,100.00%,[View Receipt QR & Completion] Verifikasi tampilan QR receipt dan fungsi penyelesaian pesanan,,"Prerequisite: Buka layar View Receipt setelah pembayaran berhasil

Steps:
- Periksa QR code yang ditampilkan pada layar 
- Periksa ukuran dan kejelasan QR code 
- Periksa instruksi yang ditampilkan kepada pengguna 
- Tekan tombol Print Receipt jika tersedia 
- Tekan tombol Done","- QR code tampil jelas dan dapat dipindai oleh perangkat lain 
- Informasi instruksi tampil lengkap dan mudah dibaca 
- Tombol Print Receipt mencetak struk sesuai kondisi printer 
- Tombol Done mengakhiri proses pesanan 
- Setelah Done ditekan sistem kembali ke layar Idle Attract 
- Data pesanan sebelumnya tidak tersimpan pada sesi baru",As Expected,DONE,100,
B-001,KDS,Order Board,,14.29%,[Display Order Tickets] Verifikasi tampilan tiket pesanan pada KDS,,"Prerequisite: Buka halaman Expeditor atau Open pada KDS

Steps:
- Periksa board daftar pesanan pada layar 
- Periksa beberapa tiket pesanan yang tampil 
- Periksa informasi yang ditampilkan pada setiap tiket seperti nomor order waktu order tipe order dan nama staff 
- Periksa tata letak keseluruhan board","- Tiket pesanan tampil dalam bentuk kolom yang terpisah 
- Setiap tiket menampilkan nomor order waktu order tipe order dan nama staff 
- Daftar item pada setiap tiket ditampilkan dengan jelas 
- Tata letak tiket tersusun rapi tanpa overlap 
- Informasi mudah dibaca oleh staf dapur",,NOT DONE,0,
B-002,KDS,Order Board,,14.29%,[Order Status Display] Verifikasi tampilan dan perubahan status order pada KDS,,"Prerequisite: Buka halaman Expeditor atau Open pada KDS

Steps:
- Periksa indikator status pada beberapa tiket pesanan 
- Periksa label status seperti Open Completed Prioritized atau Recalled 
- Periksa perbedaan warna atau label pada setiap status 
- Lakukan perubahan status pada salah satu tiket jika tersedia 
- Periksa perubahan status pada board","- Status order ditampilkan menggunakan label atau warna berbeda 
- Status mudah dibedakan oleh staf 
- Perubahan status order tercermin secara real-time pada board 
- Tidak diperlukan refresh manual untuk melihat perubahan 
- Data order tetap konsisten setelah perubahan status",,NOT DONE,0,
B-003,KDS,Order Board,,14.29%,[Order Item Display] Verifikasi tampilan detail item pada tiket pesanan,,"Prerequisite: Buka halaman Expeditor atau Open pada KDS

Steps:
- Pilih salah satu tiket pesanan pada board 
- Periksa daftar item yang terdapat pada tiket 
- Periksa jumlah item yang dipesan 
- Periksa informasi modifikasi item seperti add atau remove bahan 
- Periksa tata letak teks item pada tiket","- Tiket menampilkan daftar item pesanan beserta jumlah item 
- Modifikasi item seperti add ons atau pengurangan bahan ditampilkan di bawah item utama 
- Informasi item tampil jelas dan mudah dibaca 
- Tata letak item tetap rapi tanpa overlap",,NOT DONE,0,
B-004,KDS,Order Processing,,33.33%,[Item Progress Tracking] Verifikasi indikator progres item pada tiket pesanan,,"Prerequisite: Buka salah satu tiket pesanan pada KDS

Steps:
- Pilih salah satu tiket pesanan 
- Tandai salah satu item sebagai selesai 
- Periksa perubahan tampilan pada item tersebut 
- Periksa status item lain pada tiket 
- Periksa indikator progres pada tiket","- Item yang selesai ditandai dengan indikator seperti checklist atau perubahan warna 
- Item selesai dapat memiliki garis pada teks item 
- Item yang belum selesai tetap dalam status pending 
- Progres pesanan dapat dipantau dengan jelas oleh staf dapur",,NOT DONE,0,
B-005,KDS,Order Processing,,33.33%,[Print Ticket] Verifikasi fungsi tombol Print pada tiket pesanan,,"Prerequisite: Buka salah satu tiket pesanan pada board

Steps:
- Pilih salah satu tiket pesanan 
- Tekan tombol Print pada tiket 
- Periksa respons sistem setelah tombol ditekan 
- Periksa hasil cetakan pada printer yang terhubung","- Sistem mengirim perintah cetak ke printer yang terhubung 
- Detail pesanan tercetak sesuai informasi order 
- Proses pencetakan berjalan normal tanpa error 
- Status tiket pada board tidak berubah setelah proses cetak",,NOT DONE,0,
